1.1149 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
817.1603 	EXP 	New trial (rep=0, index=2): {'stimuli_name': 'audio/exp1/snare_mp1.wav'}
817.1760 	EXP 	Instruction_next_trial: autoDraw = False
817.1760 	EXP 	Instruction_next_trial: autoDraw = False
817.1760 	EXP 	Listening_Tap_Instruction_3: autoDraw = True
819.1615 	EXP 	Created sequence: random, trialTypes=1, nReps=4, seed=None
819.1618 	EXP 	New trial (rep=0, index=0): None
819.1758 	EXP 	Listening_Tap_Instruction_3: autoDraw = False
819.1758 	EXP 	Listening_Tap_Instruction_3: autoDraw = False
819.1758 	EXP 	cross_listen: autoDraw = True
833.9604 	EXP 	New trial (rep=1, index=0): None
833.9755 	EXP 	cross_listen: autoDraw = False
833.9755 	EXP 	cross_listen: autoDraw = False
833.9755 	EXP 	cross_listen: autoDraw = True
848.7599 	EXP 	New trial (rep=2, index=0): None
848.7751 	EXP 	cross_listen: autoDraw = False
848.7751 	EXP 	cross_listen: autoDraw = False
848.7751 	EXP 	cross_listen: autoDraw = True
863.5596 	EXP 	New trial (rep=3, index=0): None
863.5748 	EXP 	cross_listen: autoDraw = False
863.5748 	EXP 	cross_listen: autoDraw = False
863.5748 	EXP 	cross_listen: autoDraw = True
878.3745 	EXP 	cross_listen: autoDraw = False
878.3745 	EXP 	text_3: autoDraw = True
879.3744 	EXP 	text_3: autoDraw = False
879.3744 	EXP 	text_3: autoDraw = False
879.3744 	EXP 	cross_imagine: autoDraw = True
879.3744 	EXP 	text: autoDraw = True
894.1739 	EXP 	cross_imagine: autoDraw = False
894.1739 	EXP 	text: autoDraw = False
894.1739 	EXP 	text_4: autoDraw = True
895.1740 	EXP 	text_4: autoDraw = False
895.1740 	EXP 	cross_imagine_2: autoDraw = True
895.1740 	EXP 	text_2: autoDraw = True
909.9738 	EXP 	cross_imagine_2: autoDraw = False
909.9738 	EXP 	text_2: autoDraw = False
909.9738 	EXP 	cross_imagine_2: autoDraw = False
909.9738 	EXP 	text_2: autoDraw = False
909.9738 	EXP 	Instruction_next_trial: autoDraw = True
912.9617 	EXP 	New trial (rep=3, index=0): None
912.9701 	EXP 	Imported stimuli_list_exp1.xlsx as conditions, 3 conditions, 1 params
912.9708 	EXP 	Created sequence: random, trialTypes=3, nReps=1, seed=None
912.9712 	EXP 	New trial (rep=0, index=0): {'stimuli_name': 'audio/exp1/snare_iso.wav'}
912.9787 	EXP 	Instruction_next_trial: autoDraw = False
912.9787 	EXP 	Listening_Tap_Instruction_3: autoDraw = True
914.9742 	EXP 	Created sequence: random, trialTypes=1, nReps=4, seed=None
914.9746 	EXP 	New trial (rep=0, index=0): None
914.9923 	EXP 	Listening_Tap_Instruction_3: autoDraw = False
914.9923 	EXP 	cross_listen: autoDraw = True
929.7757 	EXP 	New trial (rep=1, index=0): None
929.7899 	EXP 	cross_listen: autoDraw = False
929.7899 	EXP 	cross_listen: autoDraw = True
944.5745 	EXP 	New trial (rep=2, index=0): None
944.5914 	EXP 	cross_listen: autoDraw = False
944.5914 	EXP 	cross_listen: autoDraw = False
944.5914 	EXP 	cross_listen: autoDraw = True
959.3901 	EXP 	New trial (rep=3, index=0): None
959.4076 	EXP 	cross_listen: autoDraw = False
959.4076 	EXP 	cross_listen: autoDraw = True
974.2053 	EXP 	cross_listen: autoDraw = False
974.2053 	EXP 	text_3: autoDraw = True
975.2055 	EXP 	text_3: autoDraw = False
975.2055 	EXP 	text_3: autoDraw = False
975.2055 	EXP 	cross_imagine: autoDraw = True
975.2055 	EXP 	text: autoDraw = True
990.0050 	EXP 	cross_imagine: autoDraw = False
990.0050 	EXP 	text: autoDraw = False
990.0050 	EXP 	cross_imagine: autoDraw = False
990.0050 	EXP 	text: autoDraw = False
990.0050 	EXP 	text_4: autoDraw = True
991.0050 	EXP 	text_4: autoDraw = False
991.0050 	EXP 	text_4: autoDraw = False
991.0050 	EXP 	cross_imagine_2: autoDraw = True
991.0050 	EXP 	text_2: autoDraw = True
1005.8046 	EXP 	cross_imagine_2: autoDraw = False
1005.8046 	EXP 	text_2: autoDraw = False
1005.8046 	EXP 	cross_imagine_2: autoDraw = False
1005.8046 	EXP 	text_2: autoDraw = False
1005.8046 	EXP 	Instruction_next_trial: autoDraw = True
1008.7888 	EXP 	New trial (rep=0, index=1): {'stimuli_name': 'audio/exp1/snare_mp2.wav'}
1008.8084 	EXP 	Instruction_next_trial: autoDraw = False
1008.8084 	EXP 	Instruction_next_trial: autoDraw = False
1008.8084 	EXP 	Listening_Tap_Instruction_3: autoDraw = True
1010.8052 	EXP 	Created sequence: random, trialTypes=1, nReps=4, seed=None
1010.8057 	EXP 	New trial (rep=0, index=0): None
1010.8255 	EXP 	Listening_Tap_Instruction_3: autoDraw = False
1010.8255 	EXP 	cross_listen: autoDraw = True
1025.6053 	EXP 	New trial (rep=1, index=0): None
1025.6208 	EXP 	cross_listen: autoDraw = False
1025.6208 	EXP 	cross_listen: autoDraw = True
1040.4052 	EXP 	New trial (rep=2, index=0): None
1040.4204 	EXP 	cross_listen: autoDraw = False
1040.4204 	EXP 	cross_listen: autoDraw = False
1040.4204 	EXP 	cross_listen: autoDraw = True
1055.2061 	EXP 	New trial (rep=3, index=0): None
1055.2199 	EXP 	cross_listen: autoDraw = False
1055.2199 	EXP 	cross_listen: autoDraw = False
1055.2199 	EXP 	cross_listen: autoDraw = True
1070.0225 	EXP 	cross_listen: autoDraw = False
1070.0225 	EXP 	cross_listen: autoDraw = False
1070.0225 	EXP 	text_3: autoDraw = True
1071.0363 	EXP 	text_3: autoDraw = False
1071.0363 	EXP 	cross_imagine: autoDraw = True
1071.0363 	EXP 	text: autoDraw = True
1085.8359 	EXP 	cross_imagine: autoDraw = False
1085.8359 	EXP 	text: autoDraw = False
1085.8359 	EXP 	text_4: autoDraw = True
1086.8360 	EXP 	text_4: autoDraw = False
1086.8360 	EXP 	cross_imagine_2: autoDraw = True
1086.8360 	EXP 	text_2: autoDraw = True
1101.6364 	EXP 	cross_imagine_2: autoDraw = False
1101.6364 	EXP 	text_2: autoDraw = False
1101.6364 	EXP 	Instruction_next_trial: autoDraw = True
1104.6188 	EXP 	New trial (rep=0, index=2): {'stimuli_name': 'audio/exp1/snare_mp1.wav'}
1104.6348 	EXP 	Instruction_next_trial: autoDraw = False
1104.6348 	EXP 	Listening_Tap_Instruction_3: autoDraw = True
1106.6188 	EXP 	Created sequence: random, trialTypes=1, nReps=4, seed=None
1106.6191 	EXP 	New trial (rep=0, index=0): None
1106.6349 	EXP 	Listening_Tap_Instruction_3: autoDraw = False
1106.6349 	EXP 	cross_listen: autoDraw = True
1129.7043 	EXP 	New trial (rep=1, index=0): None
1130.6210 	EXP 	cross_listen: autoDraw = False
1130.6210 	EXP 	cross_listen: autoDraw = True
1136.1411 	DATA 	Keypress: escape
1137.3171 	EXP 	window1: mouseVisible = True
