1.1504 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
1143.1346 	EXP 	Tap_Imagine_instruction_2: autoDraw = False
1143.1346 	EXP 	cross_imagine: autoDraw = True
1157.9409 	EXP 	cross_imagine: autoDraw = False
1157.9409 	EXP 	cross_imagine: autoDraw = False
1157.9409 	EXP 	Imagine_instruction_2: autoDraw = True
1165.9508 	EXP 	Imagine_instruction_2: autoDraw = False
1165.9508 	EXP 	cross_imagine_2: autoDraw = True
1180.7514 	EXP 	cross_imagine_2: autoDraw = False
1180.7514 	EXP 	Instruction_next_trial: autoDraw = True
1184.7339 	EXP 	New trial (rep=0, index=1): {'stimuli_name': 'audio/exp1/snare_mp2.wav'}
1184.7511 	EXP 	Instruction_next_trial: autoDraw = False
1184.7511 	EXP 	Listening_Tap_Instruction_3: autoDraw = True
1188.7349 	EXP 	Created sequence: random, trialTypes=1, nReps=4, seed=None
1188.7351 	EXP 	New trial (rep=0, index=0): None
1188.7503 	EXP 	Listening_Tap_Instruction_3: autoDraw = False
1188.7503 	EXP 	cross_listen: autoDraw = True
1203.5339 	EXP 	New trial (rep=1, index=0): None
1203.5544 	EXP 	cross_listen: autoDraw = False
1203.5544 	EXP 	cross_listen: autoDraw = True
1218.3381 	EXP 	New trial (rep=2, index=0): None
1218.3493 	EXP 	cross_listen: autoDraw = False
1218.3493 	EXP 	cross_listen: autoDraw = True
1233.1334 	EXP 	New trial (rep=3, index=0): None
1233.1494 	EXP 	cross_listen: autoDraw = False
1233.1494 	EXP 	cross_listen: autoDraw = False
1233.1494 	EXP 	cross_listen: autoDraw = True
1247.9488 	EXP 	cross_listen: autoDraw = False
1247.9488 	EXP 	cross_listen: autoDraw = False
1247.9488 	EXP 	Tap_Imagine_instruction_2: autoDraw = True
1255.9485 	EXP 	Tap_Imagine_instruction_2: autoDraw = False
1255.9485 	EXP 	cross_imagine: autoDraw = True
1270.7480 	EXP 	cross_imagine: autoDraw = False
1270.7480 	EXP 	Imagine_instruction_2: autoDraw = True
1278.7478 	EXP 	Imagine_instruction_2: autoDraw = False
1278.7478 	EXP 	cross_imagine_2: autoDraw = True
1293.5476 	EXP 	cross_imagine_2: autoDraw = False
1293.5476 	EXP 	cross_imagine_2: autoDraw = False
1293.5476 	EXP 	Instruction_next_trial: autoDraw = True
1297.5313 	EXP 	New trial (rep=0, index=2): {'stimuli_name': 'audio/exp1/snare_mp1.wav'}
1297.5475 	EXP 	Instruction_next_trial: autoDraw = False
1297.5475 	EXP 	Instruction_next_trial: autoDraw = False
1297.5475 	EXP 	Listening_Tap_Instruction_3: autoDraw = True
1301.5323 	EXP 	Created sequence: random, trialTypes=1, nReps=4, seed=None
1301.5325 	EXP 	New trial (rep=0, index=0): None
1301.5473 	EXP 	Listening_Tap_Instruction_3: autoDraw = False
1301.5473 	EXP 	Listening_Tap_Instruction_3: autoDraw = False
1301.5473 	EXP 	cross_listen: autoDraw = True
1316.3313 	EXP 	New trial (rep=1, index=0): None
1316.3470 	EXP 	cross_listen: autoDraw = False
1316.3470 	EXP 	cross_listen: autoDraw = False
1316.3470 	EXP 	cross_listen: autoDraw = True
1331.1311 	EXP 	New trial (rep=2, index=0): None
1331.1508 	EXP 	cross_listen: autoDraw = False
1331.1508 	EXP 	cross_listen: autoDraw = False
1331.1508 	EXP 	cross_listen: autoDraw = True
1345.9469 	EXP 	New trial (rep=3, index=0): None
1345.9629 	EXP 	cross_listen: autoDraw = False
1345.9629 	EXP 	cross_listen: autoDraw = True
1360.7626 	EXP 	cross_listen: autoDraw = False
1360.7626 	EXP 	cross_listen: autoDraw = False
1360.7626 	EXP 	Tap_Imagine_instruction_2: autoDraw = True
1368.7625 	EXP 	Tap_Imagine_instruction_2: autoDraw = False
1368.7625 	EXP 	Tap_Imagine_instruction_2: autoDraw = False
1368.7625 	EXP 	cross_imagine: autoDraw = True
1383.5622 	EXP 	cross_imagine: autoDraw = False
1383.5622 	EXP 	cross_imagine: autoDraw = False
1383.5622 	EXP 	Imagine_instruction_2: autoDraw = True
1391.5618 	EXP 	Imagine_instruction_2: autoDraw = False
1391.5618 	EXP 	Imagine_instruction_2: autoDraw = False
1391.5618 	EXP 	cross_imagine_2: autoDraw = True
1406.3656 	EXP 	cross_imagine_2: autoDraw = False
1406.3656 	EXP 	cross_imagine_2: autoDraw = False
1406.3656 	EXP 	Instruction_next_trial: autoDraw = True
1410.3619 	EXP 	New trial (rep=4, index=0): None
1410.3676 	EXP 	Imported stimuli_list_exp1.xlsx as conditions, 3 conditions, 1 params
1410.3681 	EXP 	Created sequence: random, trialTypes=3, nReps=1, seed=None
1410.3683 	EXP 	New trial (rep=0, index=0): {'stimuli_name': 'audio/exp1/snare_mp1.wav'}
1410.3780 	EXP 	Instruction_next_trial: autoDraw = False
1410.3780 	EXP 	Listening_Tap_Instruction_3: autoDraw = True
1414.3487 	EXP 	Created sequence: random, trialTypes=1, nReps=4, seed=None
1414.3489 	EXP 	New trial (rep=0, index=0): None
1414.3611 	EXP 	Listening_Tap_Instruction_3: autoDraw = False
1414.3611 	EXP 	cross_listen: autoDraw = True
1429.1450 	EXP 	New trial (rep=1, index=0): None
1429.1666 	EXP 	cross_listen: autoDraw = False
1429.1666 	EXP 	cross_listen: autoDraw = False
1429.1666 	EXP 	cross_listen: autoDraw = True
1443.9611 	EXP 	New trial (rep=2, index=0): None
1443.9772 	EXP 	cross_listen: autoDraw = False
1443.9772 	EXP 	cross_listen: autoDraw = True
1458.7619 	EXP 	New trial (rep=3, index=0): None
1458.7837 	EXP 	cross_listen: autoDraw = False
1458.7837 	EXP 	cross_listen: autoDraw = False
1458.7837 	EXP 	cross_listen: autoDraw = True
1473.5929 	EXP 	cross_listen: autoDraw = False
1473.5929 	EXP 	Tap_Imagine_instruction_2: autoDraw = True
1481.5933 	EXP 	Tap_Imagine_instruction_2: autoDraw = False
1481.5933 	EXP 	Tap_Imagine_instruction_2: autoDraw = False
1481.5933 	EXP 	cross_imagine: autoDraw = True
1496.3946 	EXP 	cross_imagine: autoDraw = False
1496.3946 	EXP 	cross_imagine: autoDraw = False
1496.3946 	EXP 	Imagine_instruction_2: autoDraw = True
1504.4093 	EXP 	Imagine_instruction_2: autoDraw = False
1504.4093 	EXP 	cross_imagine_2: autoDraw = True
1519.2089 	EXP 	cross_imagine_2: autoDraw = False
1519.2089 	EXP 	Instruction_next_trial: autoDraw = True
1523.1925 	EXP 	New trial (rep=0, index=1): {'stimuli_name': 'audio/exp1/snare_iso.wav'}
1523.2088 	EXP 	Instruction_next_trial: autoDraw = False
1523.2088 	EXP 	Listening_Tap_Instruction_3: autoDraw = True
1527.1927 	EXP 	Created sequence: random, trialTypes=1, nReps=4, seed=None
1527.1930 	EXP 	New trial (rep=0, index=0): None
1527.2086 	EXP 	Listening_Tap_Instruction_3: autoDraw = False
1527.2086 	EXP 	cross_listen: autoDraw = True
1541.9926 	EXP 	New trial (rep=1, index=0): None
1542.0082 	EXP 	cross_listen: autoDraw = False
1542.0082 	EXP 	cross_listen: autoDraw = True
1556.7926 	EXP 	New trial (rep=2, index=0): None
1556.8126 	EXP 	cross_listen: autoDraw = False
1556.8126 	EXP 	cross_listen: autoDraw = False
1556.8126 	EXP 	cross_listen: autoDraw = True
1571.6086 	EXP 	New trial (rep=3, index=0): None
1571.6280 	EXP 	cross_listen: autoDraw = False
1571.6280 	EXP 	cross_listen: autoDraw = True
1586.4450 	EXP 	cross_listen: autoDraw = False
1586.4450 	EXP 	Tap_Imagine_instruction_2: autoDraw = True
1594.4570 	EXP 	Tap_Imagine_instruction_2: autoDraw = False
1594.4570 	EXP 	cross_imagine: autoDraw = True
1609.2566 	EXP 	cross_imagine: autoDraw = False
1609.2566 	EXP 	Imagine_instruction_2: autoDraw = True
1617.2564 	EXP 	Imagine_instruction_2: autoDraw = False
1617.2564 	EXP 	cross_imagine_2: autoDraw = True
1632.0560 	EXP 	cross_imagine_2: autoDraw = False
1632.0560 	EXP 	Instruction_next_trial: autoDraw = True
1636.0397 	EXP 	New trial (rep=0, index=2): {'stimuli_name': 'audio/exp1/snare_mp2.wav'}
1636.0559 	EXP 	Instruction_next_trial: autoDraw = False
1636.0559 	EXP 	Listening_Tap_Instruction_3: autoDraw = True
1640.0399 	EXP 	Created sequence: random, trialTypes=1, nReps=4, seed=None
1640.0402 	EXP 	New trial (rep=0, index=0): None
1640.0627 	EXP 	Listening_Tap_Instruction_3: autoDraw = False
1640.0627 	EXP 	cross_listen: autoDraw = True
1654.8259 	EXP 	New trial (rep=1, index=0): None
1654.8393 	EXP 	cross_listen: autoDraw = False
1654.8393 	EXP 	cross_listen: autoDraw = True
1669.6232 	EXP 	New trial (rep=2, index=0): None
1669.6384 	EXP 	cross_listen: autoDraw = False
1669.6384 	EXP 	cross_listen: autoDraw = False
1669.6384 	EXP 	cross_listen: autoDraw = True
1684.4229 	EXP 	New trial (rep=3, index=0): None
1684.4381 	EXP 	cross_listen: autoDraw = False
1684.4381 	EXP 	cross_listen: autoDraw = False
1684.4381 	EXP 	cross_listen: autoDraw = True
1699.2405 	EXP 	cross_listen: autoDraw = False
1699.2405 	EXP 	cross_listen: autoDraw = False
1699.2405 	EXP 	Tap_Imagine_instruction_2: autoDraw = True
1707.2543 	EXP 	Tap_Imagine_instruction_2: autoDraw = False
1707.2543 	EXP 	cross_imagine: autoDraw = True
1722.0537 	EXP 	cross_imagine: autoDraw = False
1722.0537 	EXP 	Imagine_instruction_2: autoDraw = True
1730.0567 	EXP 	Imagine_instruction_2: autoDraw = False
1730.0567 	EXP 	cross_imagine_2: autoDraw = True
1744.8532 	EXP 	cross_imagine_2: autoDraw = False
1744.8532 	EXP 	Instruction_next_trial: autoDraw = True
1748.8369 	EXP 	New trial (rep=5, index=0): None
1748.8453 	EXP 	Imported stimuli_list_exp1.xlsx as conditions, 3 conditions, 1 params
1748.8460 	EXP 	Created sequence: random, trialTypes=3, nReps=1, seed=None
1748.8464 	EXP 	New trial (rep=0, index=0): {'stimuli_name': 'audio/exp1/snare_mp2.wav'}
1748.8583 	EXP 	Instruction_next_trial: autoDraw = False
1748.8583 	EXP 	Listening_Tap_Instruction_3: autoDraw = True
1752.8370 	EXP 	Created sequence: random, trialTypes=1, nReps=4, seed=None
1752.8373 	EXP 	New trial (rep=0, index=0): None
1752.8595 	EXP 	Listening_Tap_Instruction_3: autoDraw = False
1752.8595 	EXP 	cross_listen: autoDraw = True
1767.6374 	EXP 	New trial (rep=1, index=0): None
1767.6523 	EXP 	cross_listen: autoDraw = False
1767.6523 	EXP 	cross_listen: autoDraw = True
1782.4370 	EXP 	New trial (rep=2, index=0): None
1782.4522 	EXP 	cross_listen: autoDraw = False
1782.4522 	EXP 	cross_listen: autoDraw = False
1782.4522 	EXP 	cross_listen: autoDraw = True
1797.2368 	EXP 	New trial (rep=3, index=0): None
1797.2518 	EXP 	cross_listen: autoDraw = False
1797.2518 	EXP 	cross_listen: autoDraw = False
1797.2518 	EXP 	cross_listen: autoDraw = True
1812.0543 	EXP 	cross_listen: autoDraw = False
1812.0543 	EXP 	cross_listen: autoDraw = False
1812.0543 	EXP 	Tap_Imagine_instruction_2: autoDraw = True
1820.0680 	EXP 	Tap_Imagine_instruction_2: autoDraw = False
1820.0680 	EXP 	cross_imagine: autoDraw = True
1834.8675 	EXP 	cross_imagine: autoDraw = False
1834.8675 	EXP 	Imagine_instruction_2: autoDraw = True
1842.8674 	EXP 	Imagine_instruction_2: autoDraw = False
1842.8674 	EXP 	cross_imagine_2: autoDraw = True
1857.6662 	EXP 	cross_imagine_2: autoDraw = False
1857.6662 	EXP 	Instruction_next_trial: autoDraw = True
1861.6500 	EXP 	New trial (rep=0, index=1): {'stimuli_name': 'audio/exp1/snare_iso.wav'}
1861.6663 	EXP 	Instruction_next_trial: autoDraw = False
1861.6663 	EXP 	Listening_Tap_Instruction_3: autoDraw = True
1865.6505 	EXP 	Created sequence: random, trialTypes=1, nReps=4, seed=None
1865.6509 	EXP 	New trial (rep=0, index=0): None
1865.6664 	EXP 	Listening_Tap_Instruction_3: autoDraw = False
1865.6664 	EXP 	cross_listen: autoDraw = True
1886.7689 	EXP 	New trial (rep=1, index=0): None
1887.4644 	EXP 	cross_listen: autoDraw = False
1887.4644 	EXP 	cross_listen: autoDraw = True
1891.5756 	DATA 	Keypress: escape
1892.6509 	EXP 	window1: mouseVisible = True
